country_txt,gname
Peru,Shining Path (SL)
Spain,Basque Fatherland and Freedom (ETA)
Colombia,M-19 (Movement of April 19)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
India,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
United States,The Order (Silent Brotherhood)
India,Sikh Extremists
India,Sikh Extremists
Colombia,Revolutionary Armed Forces of Colombia (FARC)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Italy,Unknown
South Africa,Unknown
Brazil,Unknown
Chile,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Argentina,Unknown
Uruguay,Nationalist Patriotic Alliance (APN)
Uruguay,Nationalist Patriotic Alliance (APN)
Chile,Unknown
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Guadeloupe,Unknown
Uruguay,Nationalist Patriotic Alliance (APN)
Uruguay,Nationalist Patriotic Alliance (APN)
India,Sikh Extremists
India,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
West Germany (FRG),"Sympathizers of ""Iranian People's Zeda'i"""
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
United States,United Freedom Front (UFF)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
West Bank and Gaza Strip,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Iran,Armenian Secret Army for the Liberation of Armenia
United Kingdom,Irish Republican Extremists
Colombia,M-19 (Movement of April 19)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Unknown
Mozambique,Anti-Communist rebels
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
United States,The Order (Silent Brotherhood)
Portugal,Popular Forces of April 25
Colombia,Unknown
India,Sikh Extremists
Sri Lanka,Unknown
Colombia,Unknown
Mexico,Unknown
El Salvador,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Mexico,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Philippines,Communists
Philippines,Moro National Liberation Front (MNLF)
India,Tripura National Volunteers (TNV)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Chile,Unknown
Lebanon,Unknown
India,Unknown
Philippines,Communists
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
Nicaragua,Nicaraguan Democratic Force (FDN)
Chile,Unknown
France,Anti-Armenian Organization
France,Anti-Armenian Organization
Philippines,New People's Army (NPA)
Philippines,New People's Army (NPA)
France,Anti-Terrorist Liberation Group (GAL)
Philippines,Unknown
Cyprus,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Italy,International Communist Group
Italy,International Communist Group
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Philippines,New People's Army (NPA)
Sri Lanka,Liberation Tigers of Tamil Eelam (LTTE)
United Kingdom,Irish Republican Army (IRA)
Namibia,South-West Africa People's Organization (SWAPO)
United Kingdom,Irish Republican Army (IRA)
India,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
India,Sikh Extremists
Peru,Shining Path (SL)
Peru,Shining Path (SL)
India,Sikh Extremists
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Lebanon,Unknown
Libya,National Front for the Salvation of Libya
United Kingdom,Irish Republican Army (IRA)
Chile,Unknown
Chile,Unknown
United Kingdom,Irish Republican Army (IRA)
Libya,National Front for the Salvation of Libya
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Peru,Shining Path (SL)
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Colombia,Unknown
Colombia,Unknown
Philippines,Communists
Sri Lanka,Tamils
India,Sikh Extremists
Chile,Unknown
Chile,Unknown
Chile,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Philippines,Communists
Philippines,Communists
Philippines,Communists
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
France,Corsican National Liberation Front (FLNC)
Philippines,Communists
Colombia,Unknown
Argentina,Anti-Semitists
Peru,Shining Path (SL)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
Colombia,M-19 (Movement of April 19)
Cyprus,Islamic Action Organization
Colombia,National Liberation Army of Colombia (ELN)
India,Dishmish Regiment
United Kingdom,Irish Republican Army (IRA)
Belgium,Unknown
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
United States,Anti-Abortion Activists
Chile,Unknown
Chile,Unknown
Libya,National Front for the Salvation of Libya
South Africa,African National Congress (South Africa)
Bolivia,Unknown
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
India,Sikh Extremists
Greece,Abu Nidal Organization (ANO)
India,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Honduras,Unknown
India,Unknown
Peru,Shining Path (SL)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Spain,Unknown
Peru,Shining Path (SL)
Western Sahara,Polisario Front
Colombia,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Peru,Shining Path (SL)
Chile,Unknown
Chile,Unknown
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Namibia,Unknown
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Mozambique,African National Congress (South Africa)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
South Africa,African National Congress (South Africa)
Chile,Unknown
Chile,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
United Kingdom,Irish Republican Army (IRA)
Chile,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
South Africa,Black Nationalists
India,People's Liberation Army (India)
India,Dishmish Regiment
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Unknown
India,Dishmish Regiment
Peru,Shining Path (SL)
Peru,Unknown
United Kingdom,Irish Republican Army (IRA)
South Africa,African National Congress (South Africa)
Chile,Unknown
United Kingdom,Irish Republican Army (IRA)
Colombia,Unknown
Colombia,Unknown
United Kingdom,Irish Republican Army (IRA)
Nicaragua,Nicaraguan Democratic Force (FDN)
India,Unknown
Spain,Basque Fatherland and Freedom (ETA)
India,Unknown
Peru,Shining Path (SL)
Chile,Unknown
Chile,Unknown
Chile,Unknown
Bolivia,Unknown
Bolivia,Unknown
South Africa,African National Congress (South Africa)
Guadeloupe,Unknown
Guadeloupe,Unknown
Guadeloupe,Unknown
Guadeloupe,Unknown
Guadeloupe,Unknown
Lebanon,Unknown
India,Unknown
India,Extremists
India,Sikh Extremists
United Kingdom,Irish Republican Army (IRA)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
India,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Unknown
Colombia,Ricardo Franco Front (Dissident FARC)
Peru,Shining Path (SL)
Colombia,Ricardo Franco Front (Dissident FARC)
Colombia,Ricardo Franco Front (Dissident FARC)
Colombia,Ricardo Franco Front (Dissident FARC)
Greece,Unknown
India,Unknown
Peru,Shining Path (SL)
Peru,Unknown
Chile,Unknown
Chile,Unknown
Chile,Unknown
Lebanon,Amal
Philippines,New People's Army (NPA)
Italy,Scheutzen group
East Germany (GDR),Neo-Nazi Group
Chile,Unknown
Chile,Unknown
Chile,Unknown
Namibia,Unknown
India,Sikh Extremists
Lebanon,Palestinian-nationalist Lebanese joint movement
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Spain,Basque Fatherland and Freedom (ETA)
Nicaragua,Nicaraguan Democratic Force (FDN)
United States,Vietnamese Organization to Exterminate Communists and Restore the Nation
Ecuador,Alfaro Vive
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Cyprus,Al-Sa'iqa
India,Sikh Extremists
Peru,Shining Path (SL)
Portugal,Popular Forces of April 25
El Salvador,Farabundo Marti National Liberation Front (FMLN)
India,Sikh Extremists
Peru,Shining Path (SL)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
United Kingdom,Irish Republican Army (IRA)
India,Sikh Extremists
Ecuador,Unknown
Namibia,Unknown
United Kingdom,Irish Republican Army (IRA)
India,Unknown
India,Unknown
Mexico,Alpha-66 (Cuban counterrevolutionary)
Nicaragua,Unknown
India,Unknown
Namibia,South-West Africa People's Organization (SWAPO)
Lebanon,Arab Revenge Organization
Guatemala,Unknown
India,Unknown
Peru,Tupac Amaru Revolutionary Movement (MRTA)
Nicaragua,Nicaraguan Democratic Force (FDN)
Namibia,South-West Africa People's Organization (SWAPO)
India,Unknown
India,Unknown
India,Sikh Extremists
India,Sikh Extremists
Namibia,South-West Africa People's Organization (SWAPO)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Namibia,Unknown
West Germany (FRG),Unknown
United Kingdom,Irish Republican Army (IRA)
Brazil,Unknown
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
Peru,Shining Path (SL)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Spain,Unknown
Spain,Unknown
Spain,Unknown
Spain,Unknown
Spain,First of October Antifascist Resistance Group (GRAPO)
Spain,Unknown
Spain,Unknown
Guatemala,Subversives
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Chile,Chilean Anti-Communist Alliance (ACHA)
West Germany (FRG),Fedayeen of the Imperial Iranian Monarchy
Sri Lanka,Tamils
Guatemala,Unknown
Sri Lanka,Tamils
Sri Lanka,Tamils
United States,United Freedom Front (UFF)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Unknown
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Unknown
United Kingdom,Irish Republican Army (IRA)
Mozambique,Mozambique National Resistance Movement (MNR)
Nicaragua,Nicaraguan Democratic Force (FDN)
South Africa,African National Congress (South Africa)
Israel,Unknown
Lebanon,Unknown
Spain,Unknown
Colombia,Unknown
France,Corsican National Liberation Front (FLNC)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Spain,Basque Fatherland and Freedom (ETA)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Peru,Shining Path (SL)
United Kingdom,Irish Republican Army (IRA)
Yugoslavia,Albanians
Uganda,National Resistance Movement (NRM)
Honduras,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
Peru,Shining Path (SL)
Sri Lanka,Tamils
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
United Kingdom,Irish Republican Army (IRA)
United Kingdom,Irish Republican Army (IRA)
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Colombia,Free Fatherland
Peru,Shining Path (SL)
Sri Lanka,Tamils
United Kingdom,Irish Republican Army (IRA)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Chile,Movement of the Revolutionary Left (MIR) (Chile)
Colombia,Popular Liberation Army (EPL)
Colombia,Popular Liberation Army (EPL)
Colombia,Popular Liberation Army (EPL)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Honduras,Salvadoran Guerrillas
Chile,Unknown
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Greece,Libyan
Colombia,National Liberation Army of Colombia (ELN)
Ecuador,Alfaro Vive
Namibia,Unknown
Peru,Shining Path (SL)
Colombia,Revolutionary Armed Forces of Colombia (FARC)
Chile,Unknown
France,Anti-Terrorist Liberation Group (GAL)
France,Basque Fatherland and Freedom (ETA)
Greece,Unknown
India,Unknown
Iraq,Kurdish Democratic Party-Iraq (KDP)
South Africa,Unknown
India,Sikh Extremists
Spain,Basque Fatherland and Freedom (ETA)
West Germany (FRG),Unknown
Colombia,Unknown
United Kingdom,Irish Republican Army (IRA)
Nicaragua,Nicaraguan Democratic Force (FDN)
Spain,Basque Fatherland and Freedom (ETA)
South Africa,African National Congress (South Africa)
South Africa,African National Congress (South Africa)
Colombia,Unknown
Lebanon,Unknown
South Africa,African National Congress (South Africa)
India,Sikh Extremists
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Bolivia,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
France,Unknown
United Kingdom,Irish Republican Army (IRA)
Nicaragua,Nicaraguan Democratic Force (FDN)
United States,Jamaat-al-Fuqra
United States,Jamaat-al-Fuqra
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Spain,Basque Fatherland and Freedom (ETA)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Nicaragua,Nicaraguan Democratic Force (FDN)
Nicaragua,Democratic Revolutionary Alliance (ARDE)
United States,The Order (Silent Brotherhood)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
Spain,Basque Fatherland and Freedom (ETA)
Austria,Justice Commandos for the Armenian Genocide
Chile,Manuel Rodriguez Patriotic Front (FPMR)
Chile,Unknown
Peru,Shining Path (SL)
Peru,Shining Path (SL)
United Kingdom,Irish Republican Army (IRA)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
El Salvador,Farabundo Marti National Liberation Front (FMLN)
